ID,祈祷转化参数,炼金转化参数,灵魂碎片,灵魂碎片,灵魂碎片
270,1520,1520,40,80,200
271,1526,1526,40,80,200
272,1532,1532,40,80,200
273,1538,1538,40,80,200
274,1544,1544,40,80,200
275,1550,1550,40,80,200
276,1556,1556,40,80,200
277,1562,1562,40,80,200
278,1568,1568,40,80,200
279,1574,1574,40,80,200
280,1580,1580,40,80,200
281,1586,1586,40,80,200
282,1592,1592,40,80,200
283,1598,1598,40,80,200
284,1604,1604,40,80,200
285,1610,1610,40,80,200
286,1616,1616,40,80,200
287,1622,1622,40,80,200
288,1628,1628,40,80,200
289,1634,1634,40,80,200
290,1640,1640,40,80,200
291,1646,1646,40,80,200
292,1652,1652,40,80,200
293,1658,1658,40,80,200
294,1664,1664,40,80,200
295,1670,1670,40,80,200
296,1676,1676,40,80,200
297,1682,1682,40,80,200
298,1688,1688,40,80,200
299,1694,1694,40,80,200
300,1700,1700,40,80,200
301,1706,1706,45,90,225
302,1712,1712,45,90,225
303,1718,1718,45,90,225
304,1724,1724,45,90,225
305,1730,1730,45,90,225
306,1736,1736,45,90,225
307,1742,1742,45,90,225
308,1748,1748,45,90,225
309,1754,1754,45,90,225
310,1760,1760,45,90,225
311,1766,1766,45,90,225
312,1772,1772,45,90,225
313,1778,1778,45,90,225
314,1784,1784,45,90,225
315,1790,1790,45,90,225
316,1796,1796,45,90,225
317,1802,1802,45,90,225
318,1808,1808,45,90,225
319,1814,1814,45,90,225
320,1820,1820,45,90,225
321,1826,1826,45,90,225
322,1832,1832,45,90,225
323,1838,1838,45,90,225
324,1844,1844,45,90,225
325,1850,1850,45,90,225
326,1856,1856,45,90,225
327,1862,1862,45,90,225
328,1868,1868,45,90,225
329,1874,1874,45,90,225
330,1880,1880,45,90,225
331,1886,1886,45,90,225
332,1892,1892,45,90,225
333,1898,1898,45,90,225
334,1904,1904,45,90,225
335,1910,1910,45,90,225
336,1916,1916,45,90,225
337,1922,1922,45,90,225
338,1928,1928,45,90,225
339,1934,1934,45,90,225
340,1940,1940,45,90,225
341,1946,1946,45,90,225
342,1952,1952,45,90,225
343,1958,1958,45,90,225
344,1964,1964,45,90,225
345,1970,1970,45,90,225
346,1976,1976,45,90,225
347,1982,1982,45,90,225
348,1988,1988,45,90,225
349,1994,1994,45,90,225
350,2000,2000,45,90,225
351,2006,2006,45,90,225
352,2012,2012,45,90,225
353,2018,2018,45,90,225
354,2024,2024,45,90,225
355,2030,2030,45,90,225
356,2036,2036,45,90,225
357,2042,2042,45,90,225
358,2048,2048,45,90,225
359,2054,2054,45,90,225
360,2060,2060,45,90,225
361,2066,2066,45,90,225
362,2072,2072,45,90,225
363,2078,2078,45,90,225
364,2084,2084,45,90,225
365,2090,2090,45,90,225
366,2096,2096,50,100,250
367,2102,2102,50,100,250
368,2108,2108,50,100,250
369,2114,2114,50,100,250
370,2120,2120,50,100,250
371,2126,2126,50,100,250
372,2132,2132,50,100,250
373,2138,2138,50,100,250
374,2144,2144,50,100,250
375,2150,2150,50,100,250
376,2156,2156,50,100,250
377,2162,2162,50,100,250
378,2168,2168,50,100,250
379,2174,2174,50,100,250
380,2180,2180,50,100,250
381,2186,2186,50,100,250
382,2192,2192,50,100,250
383,2198,2198,50,100,250
384,2204,2204,50,100,250
385,2210,2210,50,100,250
386,2216,2216,50,100,250
387,2222,2222,50,100,250
388,2228,2228,50,100,250
389,2234,2234,50,100,250
390,2240,2240,50,100,250
391,2246,2246,50,100,250
392,2252,2252,50,100,250
393,2258,2258,50,100,250
394,2264,2264,50,100,250
395,2270,2270,50,100,250
396,2276,2276,50,100,250
397,2282,2282,50,100,250
398,2288,2288,50,100,250
399,2294,2294,50,100,250
400,2300,2300,50,100,250
401,2306,2306,50,100,250
402,2312,2312,50,100,250
403,2318,2318,50,100,250
404,2324,2324,50,100,250
405,2330,2330,50,100,250
406,2336,2336,50,100,250
407,2342,2342,50,100,250
408,2348,2348,50,100,250
409,2354,2354,50,100,250
410,2360,2360,50,100,250
411,2366,2366,50,100,250
412,2372,2372,50,100,250
413,2378,2378,50,100,250
414,2384,2384,50,100,250
415,2390,2390,50,100,250
416,2396,2396,50,100,250
417,2402,2402,50,100,250
418,2408,2408,50,100,250
419,2414,2414,50,100,250
420,2420,2420,50,100,250
421,2426,2426,50,100,250
422,2432,2432,50,100,250
423,2438,2438,50,100,250
424,2444,2444,50,100,250
425,2450,2450,50,100,250
426,2456,2456,50,100,250
427,2462,2462,50,100,250
428,2468,2468,50,100,250
429,2474,2474,50,100,250
430,2480,2480,50,100,250
431,2486,2486,50,100,250
432,2492,2492,50,100,250
433,2498,2498,50,100,250
434,2504,2504,50,100,250
435,2510,2510,50,100,250
436,2516,2516,50,100,250
437,2522,2522,50,100,250
438,2528,2528,50,100,250
439,2534,2534,50,100,250
440,2540,2540,50,100,250
441,2546,2546,50,100,250
442,2552,2552,50,100,250
443,2558,2558,50,100,250
444,2564,2564,50,100,250
445,2570,2570,50,100,250
446,2576,2576,50,100,250
447,2582,2582,50,100,250
448,2588,2588,50,100,250
449,2594,2594,50,100,250
450,2600,2600,50,100,250
451,2606,2606,50,100,250
452,2612,2612,50,100,250
453,2618,2618,50,100,250
454,2624,2624,50,100,250
455,2630,2630,50,100,250
456,2636,2636,50,100,250
457,2642,2642,50,100,250
458,2648,2648,50,100,250
459,2654,2654,50,100,250
460,2660,2660,50,100,250
461,2666,2666,50,100,250
462,2672,2672,50,100,250
463,2678,2678,50,100,250
464,2684,2684,50,100,250
465,2690,2690,50,100,250
466,2696,2696,50,100,250
467,2702,2702,50,100,250
468,2708,2708,50,100,250
469,2714,2714,50,100,250
470,2720,2720,50,100,250
471,2726,2726,50,100,250
472,2732,2732,50,100,250
473,2738,2738,50,100,250
474,2744,2744,50,100,250
475,2750,2750,50,100,250
476,2756,2756,50,100,250
477,2762,2762,50,100,250
478,2768,2768,50,100,250
479,2774,2774,50,100,250
480,2780,2780,50,100,250
481,2786,2786,50,100,250
482,2792,2792,50,100,250
483,2798,2798,50,100,250
484,2804,2804,50,100,250
485,2810,2810,50,100,250
486,2816,2816,50,100,250
487,2822,2822,50,100,250
488,2828,2828,50,100,250
489,2834,2834,50,100,250
490,2840,2840,50,100,250
491,2846,2846,50,100,250
492,2852,2852,50,100,250
493,2858,2858,50,100,250
494,2864,2864,50,100,250
495,2870,2870,50,100,250
496,2876,2876,50,100,250
497,2882,2882,50,100,250
498,2888,2888,50,100,250
499,2894,2894,50,100,250
500,2900,2900,50,100,250
501,2906,2906,50,100,250
502,2912,2912,50,100,250
503,2918,2918,50,100,250
504,2924,2924,50,100,250
505,2930,2930,50,100,250
506,2936,2936,50,100,250
507,2942,2942,50,100,250
508,2948,2948,50,100,250
509,2954,2954,50,100,250
510,2960,2960,50,100,250
511,2966,2966,50,100,250
512,2972,2972,50,100,250
513,2978,2978,50,100,250
514,2984,2984,50,100,250
515,2990,2990,50,100,250
516,2996,2996,50,100,250
517,3002,3002,50,100,250
518,3008,3008,50,100,250
519,3014,3014,50,100,250
520,3020,3020,50,100,250
521,3026,3026,50,100,250
522,3032,3032,50,100,250
523,3038,3038,50,100,250
524,3044,3044,50,100,250
525,3050,3050,50,100,250
526,3056,3056,50,100,250
527,3062,3062,50,100,250
528,3068,3068,50,100,250
529,3074,3074,50,100,250
530,3080,3080,50,100,250
531,3086,3086,50,100,250
532,3092,3092,50,100,250
533,3098,3098,50,100,250
534,3104,3104,50,100,250
535,3110,3110,50,100,250
536,3116,3116,50,100,250
537,3122,3122,50,100,250
538,3128,3128,50,100,250
539,3134,3134,50,100,250
540,3140,3140,50,100,250
541,3146,3146,50,100,250
542,3152,3152,50,100,250
543,3158,3158,50,100,250
544,3164,3164,50,100,250
545,3170,3170,50,100,250
546,3176,3176,50,100,250
547,3182,3182,50,100,250
548,3188,3188,50,100,250
549,3194,3194,50,100,250
550,3200,3200,50,100,250
551,3206,3206,50,100,250
552,3212,3212,50,100,250
553,3218,3218,50,100,250
554,3224,3224,50,100,250
555,3230,3230,50,100,250
556,3236,3236,50,100,250
557,3242,3242,50,100,250
558,3248,3248,50,100,250
559,3254,3254,50,100,250
560,3260,3260,50,100,250
561,3266,3266,50,100,250
562,3272,3272,50,100,250
563,3278,3278,50,100,250
564,3284,3284,50,100,250
565,3290,3290,50,100,250
566,3296,3296,50,100,250
567,3302,3302,50,100,250
568,3308,3308,50,100,250
569,3314,3314,50,100,250
570,3320,3320,50,100,250
571,3326,3326,50,100,250
572,3332,3332,50,100,250
573,3338,3338,50,100,250
574,3344,3344,50,100,250
575,3350,3350,50,100,250
576,3356,3356,50,100,250
577,3362,3362,50,100,250
578,3368,3368,50,100,250
579,3374,3374,50,100,250
580,3380,3380,50,100,250
581,3386,3386,50,100,250
582,3392,3392,50,100,250
583,3398,3398,50,100,250
584,3404,3404,50,100,250
585,3410,3410,50,100,250
586,3416,3416,50,100,250
587,3422,3422,50,100,250
588,3428,3428,50,100,250
589,3434,3434,50,100,250
590,3440,3440,50,100,250
591,3446,3446,50,100,250
592,3452,3452,50,100,250
593,3458,3458,50,100,250
594,3464,3464,50,100,250
595,3470,3470,50,100,250
596,3476,3476,50,100,250
597,3482,3482,50,100,250
598,3488,3488,50,100,250
599,3494,3494,50,100,250
600,3500,3500,50,100,250
601,3506,3506,50,100,250
602,3512,3512,50,100,250
603,3518,3518,50,100,250
604,3524,3524,50,100,250
605,3530,3530,50,100,250
606,3536,3536,50,100,250
607,3542,3542,50,100,250
608,3548,3548,50,100,250
609,3554,3554,50,100,250
610,3560,3560,50,100,250
611,3566,3566,50,100,250
612,3572,3572,50,100,250
613,3578,3578,50,100,250
614,3584,3584,50,100,250
615,3590,3590,50,100,250
616,3596,3596,50,100,250
617,3602,3602,50,100,250
618,3608,3608,50,100,250
619,3614,3614,50,100,250
620,3620,3620,50,100,250
621,3626,3626,50,100,250
622,3632,3632,50,100,250
623,3638,3638,50,100,250
624,3644,3644,50,100,250
625,3650,3650,50,100,250
626,3656,3656,50,100,250
627,3662,3662,50,100,250
628,3668,3668,50,100,250
629,3674,3674,50,100,250
630,3680,3680,50,100,250
631,3686,3686,50,100,250
632,3692,3692,50,100,250
633,3698,3698,50,100,250
634,3704,3704,50,100,250
635,3710,3710,50,100,250
636,3716,3716,50,100,250
637,3722,3722,50,100,250
638,3728,3728,50,100,250
639,3734,3734,50,100,250
640,3740,3740,50,100,250
641,3746,3746,50,100,250
642,3752,3752,50,100,250
643,3758,3758,50,100,250
644,3764,3764,50,100,250
645,3770,3770,50,100,250
646,3776,3776,50,100,250
647,3782,3782,50,100,250
648,3788,3788,50,100,250
649,3794,3794,50,100,250
650,3800,3800,50,100,250
651,3806,3806,50,100,250
652,3812,3812,50,100,250
653,3818,3818,50,100,250
654,3824,3824,50,100,250
655,3830,3830,50,100,250
656,3836,3836,50,100,250
657,3842,3842,50,100,250
658,3848,3848,50,100,250
659,3854,3854,50,100,250
660,3860,3860,50,100,250
661,3866,3866,50,100,250
662,3872,3872,50,100,250
663,3878,3878,50,100,250
664,3884,3884,50,100,250
665,3890,3890,50,100,250
666,3896,3896,50,100,250
667,3902,3902,50,100,250
668,3908,3908,50,100,250
669,3914,3914,50,100,250
670,3920,3920,50,100,250
671,3926,3926,50,100,250
672,3932,3932,50,100,250
673,3938,3938,50,100,250
674,3944,3944,50,100,250
675,3950,3950,50,100,250
676,3956,3956,50,100,250
677,3962,3962,50,100,250
678,3968,3968,50,100,250
679,3974,3974,50,100,250
680,3980,3980,50,100,250
681,3986,3986,50,100,250
682,3992,3992,50,100,250
683,3998,3998,50,100,250
684,4004,4004,50,100,250
685,4010,4010,50,100,250
686,4016,4016,50,100,250
687,4022,4022,50,100,250
688,4028,4028,50,100,250
689,4034,4034,50,100,250
690,4040,4040,50,100,250
691,4046,4046,50,100,250
692,4052,4052,50,100,250
693,4058,4058,50,100,250
694,4064,4064,50,100,250
695,4070,4070,50,100,250
696,4076,4076,50,100,250
697,4082,4082,50,100,250
698,4088,4088,50,100,250
699,4094,4094,50,100,250
700,4100,4100,50,100,250
701,4106,4106,50,100,250
702,4112,4112,50,100,250
703,4118,4118,50,100,250
704,4124,4124,50,100,250
705,4130,4130,50,100,250
706,4136,4136,50,100,250
707,4142,4142,50,100,250
708,4148,4148,50,100,250
709,4154,4154,50,100,250
710,4160,4160,50,100,250
711,4166,4166,50,100,250
712,4172,4172,50,100,250
713,4178,4178,50,100,250
714,4184,4184,50,100,250
715,4190,4190,50,100,250
716,4196,4196,50,100,250
717,4202,4202,50,100,250
718,4208,4208,50,100,250
719,4214,4214,50,100,250
720,4220,4220,50,100,250
721,4226,4226,50,100,250
722,4232,4232,50,100,250
723,4238,4238,50,100,250
724,4244,4244,50,100,250
725,4250,4250,50,100,250
726,4256,4256,50,100,250
727,4262,4262,50,100,250
728,4268,4268,50,100,250
729,4274,4274,50,100,250
730,4280,4280,50,100,250
731,4286,4286,50,100,250
732,4292,4292,50,100,250
